,Code,Property_Location,Mailing Address
959,1517_169_1.08,716 RAILROAD DRIVE,716 RAILROAD DR
960,1517_169_1.09,710 RAILROAD DRIVE,710 RAILROAD DR
961,1517_169_2,BEACH HAVEN PARK,665 RADIO RD
962,1517_169_3,BEACH HAVEN PARK,665 RADIO RD
963,1517_169_4,THIRD AVENUE,665 RADIO RD
964,1517_169_5,BEACH HAVEN PARK,665 RADIO RD
965,1517_169_6,ROUTE 9 NORTH,665 RADIO RD
966,1517_169_7.01,80 FIRE HOUSE DRIVE,80 FIRE HOUSE DR
967,1517_169_7.02,52 FIRE HOUSE DRIVE,19 WATERS EDGE DR
968,1517_169_7.05,3 EDWARDS COURT,3 EDWARDS CT
969,1517_169_7.06,7 EDWARDS COURT,7 EDWARDS CT
970,1517_169_7.07,11 EDWARDS COURT,11 EDWARDS CT
971,1517_169_7.08,15 EDWARDS COURT,665 RADIO RD
972,1517_169_7.09,16 EDWARDS COURT,16 EDWARDS CT
973,1517_169_7.10,12 EDWARDS COURT,12 EDWARDS CT
974,1517_169_7.11,8 EDWARDS COURT,8 EDWARDS CT
975,1517_169_7.12,4 EDWARDS COURT,4 EDWARDS CT
976,1517_169_9.01,36 FIRE HOUSE DRIVE,7515 IRVINE CENTER DR
977,1517_169_10,16 FIRE HOUSE DRIVE,10 MAIN AVE
978,1517_169_11,12 FIRE HOUSE DRIVE,12 FIRE HOUSE DR
979,1517_169_14,783 ROUTE 9 NORTH,783 RTE 9 N
980,1517_169_15,787 ROUTE 9 NORTH,787 RTE 9 N
981,1517_169_16,791 ROUTE 9 NORTH,125 MARY BELL RD
982,1517_169_17.02,8 FIRE HOUSE DRIVE,8 FIRE HOUSE DR
983,1517_170_1,81 FIRE HOUSE DRIVE,30 KANSAS RD
984,1517_170_2.01,830 RAILROAD DRIVE,830 RAILROAD DR
985,1517_170_2.01_T01,830 RAILROAD DRIVE,830 RAILROAD DR
986,1517_170_3.02,850 RAILROAD DRIVE,850 RAILROAD DR
987,1517_170_5,160 PARKERTOWN DRIVE,160 PARKERTOWN DR
988,1517_170_5.01,164 PARKERTOWN DRIVE,164 PARKERTOWN DR
989,1517_170_5.02,154 PARKERTOWN DRIVE,154 PARKERTOWN DR
990,1517_170_5.03,158 PARKERTOWN DRIVE,158 PARKERTOWN DR
991,1517_170_6,150 PARKERTOWN DRIVE,150 PARKERTOWN DR
992,1517_170_8,140 PARKERTOWN DRIVE,140 PARKERTOWN DR
993,1517_170_10,120 PARKERTOWN DRIVE,1143 RADIO RD
994,1517_170_11,825 ROUTE 9 NORTH,825 RTE 9 N
995,1517_170_11.01,116 PARKERTOWN DRIVE,116 PARKERTOWN DR
996,1517_170_12,821 ROUTE 9 NORTH,821 RTE 9 N
997,1517_170_14,813 ROUTE 9 NORTH,813 RT 9 N
998,1517_170_15.01,7 FIRE HOUSE DRIVE,7 FIRE HOUSE DR
999,1517_170_17,11 FIRE HOUSE DRIVE,11 FIRE HOUSE DR
1000,1517_170_18,19 FIRE HOUSE DRIVE,19 FIRE HOUSE DR
1001,1517_170_18.01,15 FIRE HOUSE DRIVE,15 FIRE HOUSE DR
1002,1517_170_20,31 FIRE HOUSE DRIVE,31 FIRE HOUSE DR
1003,1517_170_21,51 FIRE HOUSE DRIVE,51 FIRE HOUSE DR
1004,1517_170_23,43 FIRE HOUSE DRIVE,43 FIRE HOUSE DR
1005,1517_170_24,39 FIRE HOUSE DRIVE,39 FIRE HOUSE DR
1006,1517_170_25,35 FIRE HOUSE DRIVE,35 FIRE HOUSE DR
1007,1517_170_28,63 FIRE HOUSE DRIVE,63 FIRE HOUSE DR
1008,1517_171_1,195 PARKERTOWN DRIVE,195 PARKERTOWN DR
1009,1517_171_2,890 RAILROAD DRIVE,890 RAILROAD DR
1010,1517_171_3.01,68 WALNUT STREET,68 WALNUT STREET
1011,1517_171_5,50 WALNUT STREET,56 WALNUT ST
1012,1517_171_5.01,40 WALNUT STREET,40 WALNUT ST
1013,1517_171_6.01,30 WALNUT STREET,30 WALNUT ST
1014,1517_171_6.02,24 WALNUT STREET,24 WALNUT ST
1015,1517_171_8,851 ROUTE 9 NORTH,275 PARKERTOWN DR
1016,1517_171_11.01,163 PARKERTOWN DRIVE,163 PARKERTOWN DR
1017,1517_171_11.02,151 PARKERTOWN DRIVE,151 PARKERTOWN DR
1018,1517_171_11.03,OFF PARKERTOWN DRIVE,151 PARKERTOWN DR
1019,1517_171_13,171 PARKERTOWN DRIVE,171 PARKERTOWN DR
1020,1517_171_14,185 PARKERTOWN DRIVE,185 PARKERTOWN DR
1021,1517_171_15,44 WALNUT STREET,44 WALNUT ST
1022,1517_171_16,141 PARKERTOWN DRIVE,141 PARKERTOWN DR
1023,1517_171_17,896 RAILROAD DRIVE,896 RAILROAD DR
1024,1517_171_18,94 WALNUT STREET,94 WALNUT ST
1025,1517_171_19,76 WALNUT STREET,76 WALNUT ST
1026,1517_172_1,39 WALNUT STREET,39 WALNUT ST
1027,1517_172_2,35 WALNUT STREET,35 WALNUT ST
1028,1517_172_4,861 ROUTE 9 NORTH,861 RTE 9 N
1029,1517_172_5,863 ROUTE 9 NORTH,861 RTE 9 N
1030,1517_172_6,865 ROUTE 9 NORTH,865 RTE 9 N
1031,1517_172_7,867 ROUTE 9 NORTH,867 RTE 9 N
1032,1517_172_10.07,168 DARRYL DRIVE,168 DARRYL DR
1033,1517_172_10.08,164 DARRYL DRIVE,164 DARRYL DR
1034,1517_172_10.09,160 DARRYL DRIVE,160 DARRYL DR
1035,1517_172_10.10,156 DARRYL DRIVE,156 DARRYL DR
1036,1517_172_10.11,152 DARRYL DRIVE,152 DARRYL DR
1037,1517_172_10.12,151 DARRYL DRIVE,151 DARRYL DR
1038,1517_172_10.13,155 DARRYL DRIVE,155 DARRYL DR
1039,1517_172_10.14,159 DARRYL DRIVE,159 DARRYL DR
1040,1517_172_10.15,175 DARRYL DRIVE,233 FROG POND RD
1041,1517_172_12,885 ROUTE 9 NORTH,885 RTE 9 N
1042,1517_172_13,887 ROUTE 9 NORTH,887 RTE 9 N
1043,1517_172_15,31 WALNUT STREET,31 WALNUT ST
1044,1517_172_19,199 WILLETS AVENUE,199 WILLETS AVE
1045,1517_172_20,195 WILLETS AVENUE,195 WILLETS AVE
1046,1517_172_21,191 WILLETS AVENUE,191 WILLETS AVE
1047,1517_172_23,183 WILLETS AVENUE,110 HICKORY LN
1048,1517_172_24,179 WILLETS AVENUE,179 WILLETS AVE
1049,1517_172_25,175 WILLETS AVENUE,175 WILLETS AVE
1050,1517_172_26,171 WILLETS AVENUE,171 WILLETS AVE
1051,1517_172_27,167 WILLETS AVENUE,167 WILLETS AVE
1052,1517_172_28,198 DARRYL DRIVE,198 DARRYL DR
1053,1517_172_29,196 DARRYL DRIVE,196 DARRYL DR
1054,1517_172_30,192 DARRYL DRIVE,192 DARRYL DR
1055,1517_172_31,188 DARRYL DRIVE,188 DARRYL DR
1056,1517_172_32,184 DARRYL DRIVE,184 DARRYL DR
1057,1517_172_33,180 DARRYL DRIVE,180 DARRYL DR
1058,1517_172_34,176 DARRYL DRIVE,176 DARRYL DR
1059,1517_172_35,172 DARRYL DRIVE,172 DARRYL DR
1060,1517_172_52,179 DARRYL DRIVE,179 DARRYL DR
1061,1517_172_53,183 DARRYL DRIVE,183 DARRYL DR
1062,1517_172_55,191 DARRYL DRIVE,191 DARRYL DR
1063,1517_172_56,195 DARRYL DRIVE,195 DARRYL DR
1064,1517_172_57,199 DARRYL DRIVE,199 DARRYL DR
1065,1517_172.01_17,73 WALNUT STREET,73 WALNUT ST
1066,1517_172.01_18,79 WALNUT STREET,79 WALNUT ST
1067,1517_172.01_19,85 WALNUT STREET,85 WALNUT STREET
1068,1517_172.01_20,91 WALNUT STREET,91 WALNUT ST
1069,1517_172.01_21,97 WALNUT STREET,97 WALNUT ST
1070,1517_172.01_22,904 RAILROAD DRIVE,904 RAILROAD DR
1071,1517_172.01_23,908 RAILROAD DRIVE,908 RAILROAD DR
1072,1517_172.01_24,10 SEA BREEZE DRIVE,10 SEA BREEZE DR
1073,1517_172.01_25,14 SEA BREEZE DRIVE,14 SEA BREEZE DR
1074,1517_172.01_26,18 SEA BREEZE DRIVE,18 SEA BREEZE DR
1075,1517_172.01_27,22 SEA BREEZE DRIVE,22 SEA BREEZE DR
1076,1517_172.01_28,26 SEA BREEZE DRIVE,26 SEA BREEZE DR
1077,1517_172.01_29,30 SEA BREEZE DRIVE,30 SEA BREEZE DR
1078,1517_172.01_30,67 WALNUT STREET,67 WALNUT ST
1079,1517_172.01_31,34 SEA BREEZE DRIVE,372 WOOD STREET
1080,1517_172.01_33,38 SEA BREEZE DRIVE,42 SEA BREEZE DR
1081,1517_172.01_34,55 WALNUT STREET,55 WALNUT ST
1082,1517_172.01_35,42 SEA BREEZE DRIVE,42 SEA BREEZE DR
1083,1517_172.01_36,49 WALNUT STREET,217 2ND AVE
1084,1517_172.01_38,46 SEA BREEZE DRIVE,46 SEA BREEZE DR
1085,1517_172.01_39,50 SEA BREEZE DRIVE,50 SEA BREEZE DR
1086,1517_172.01_40,54 SEA BREEZE DRIVE,54 SEA BREEZE DR
1087,1517_172.02_1,16 TRADEWIND DRIVE,16 TRADEWIND DR
1088,1517_172.02_2,13 SEA BREEZE DRIVE,13 SEA BREEZE DR
1089,1517_172.02_5,27 SEA BREEZE DRIVE,143 JEFFERSON LN
1090,1517_172.02_6,31 SEA BREEZE DRIVE,31 SEA BREEZE DR
1091,1517_172.02_7,35 SEA BREEZE DRIVE,35 SEA BREEZE DR
1092,1517_172.02_8,45 SEA BREEZE DRIVE,45 SEA BREEZE DR
1093,1517_172.02_9,46 TRADEWIND DRIVE,46 TRADEWIND DR
1094,1517_172.02_10,42 TRADEWIND DRIVE,42 TRADEWIND DR
1095,1517_172.02_11,38 TRADEWIND DRIVE,38 TRADEWIND DR
1096,1517_172.02_12,34 TRADEWIND DRIVE,34 TRADEWIND DR
1097,1517_172.02_13,30 TRADEWIND DRIVE,30 TRADEWIND DR
1098,1517_172.02_14,24 TRADEWIND DRIVE,24 TRADEWIND DR
1099,1517_172.03_1,3 TRADEWIND DRIVE,3 TRADEWIND DR
1100,1517_172.03_2,11 TRADEWIND DRIVE,11 TRADEWIND DR
1101,1517_172.03_4,15 TRADEWIND DRIVE,15 TRADEWIND DR
1102,1517_172.03_6,928 RAILROAD DRIVE,928 RAILROAD DR
1103,1517_172.03_7,19 TRADEWIND DRIVE,19 TRADEWIND DR
1104,1517_172.03_8,23 TRADEWIND DRIVE,23 TRADEWIND DR
1105,1517_172.03_9,27 TRADEWIND DRIVE,27 TRADEWIND DR
1106,1517_172.03_10,31 TRADEWIND DRIVE,31 TRADEWIND DR
1107,1517_172.03_11,35 TRADEWIND DRIVE,35 TRADEWIND DR
1108,1517_172.03_12,39 TRADEWIND DRIVE,39 TRADEWINDS DR
1109,1517_172.03_13,43 TRADEWIND DRIVE,43 TRADEWIND DR
1110,1517_172.05_1.01,891 ROUTE 9 NORTH,110 E NAVASINK DR
1111,1517_173_2,896 ROUTE 9 NORTH,896 RTE 9 N
1112,1517_173_3.01,884 ROUTE 9 NORTH,884 ROUTE 9 N
1113,1517_173_5,300 DOCK STREET,665 RADIO RD
1114,1517_173_7,299 DOCK STREET,665 RADIO RD
1115,1517_174_1,860 ROUTE 9 NORTH,878 RTE 9 N
1116,1517_174_2,878 ROUTE 9 NORTH,878 RTE 9 N
1117,1517_174_4,OFF DOCK STREET,44 DOCK ST
1118,1517_174_5,56 DOCK STREET,56 DOCK ST
1119,1517_174_5.01,52 DOCK STREET,56 DOCK ST
1120,1517_174_6,62 DOCK STREET,62 DOCK ST
1121,1517_174_7.02,72 DOCK STREET,72 DOCK ST
1122,1517_174_8,76 DOCK STREET,76 DOCK ST
1123,1517_174_9,80 DOCK STREET,84 DOCK ST
1124,1517_174_10,84 DOCK STREET,84 DOCK ST
1125,1517_174_16,30 DOCK STREET,30 DOCK ST
1126,1517_174_17,20 DOCK STREET,20 DOCK ST
1127,1517_174_19,12 DOCK STREET,12 DOCK ST
1128,1517_174_21,4 DOCK STREET,50 NUGENTOWN RD
1129,1517_174_22,40 DOCK STREET,40 DOCK ST
1130,1517_175_2,818 ROUTE 9 NORTH,PO BOX 1079
1131,1517_175_3,824 ROUTE 9 NORTH,824 RTE 9 N
1132,1517_175_5,842 ROUTE 9 NORTH,842 RT 9 N
1133,1517_175_6.01,850 ROUTE 9 NORTH,470 PARKERTOWN DR
1134,1517_175_8,9 DOCK STREET,9 DOCK ST
1135,1517_175_10,21 DOCK STREET,21 DOCK ST
1136,1517_175_10.01,35 DOCK STREET,35 DOCK ST
1137,1517_175_11,37 DOCK STREET,37 DOCK ST
1138,1517_175_12,45 DOCK STREET,196 N MAPLE AVE
1139,1517_175_13,47 DOCK STREET,47 DOCK ST
1140,1517_175_15,55 DOCK STREET,55 DOCK ST
1141,1517_175_16,61 DOCK STREET,61 DOCK ST
1142,1517_175_17,48 FERN DRIVE,48 FERN DR
1143,1517_175_19,71 DOCK STREET,71 DOCK ST
1144,1517_175_20,75 DOCK STREET,75 DOCK ST
1145,1517_175_21,79 DOCK STREET,79 DOCK ST
1146,1517_175_22,87 DOCK STREET,87 DOCK ST
1147,1517_175_22.01,62 FERN DRIVE,87 DOCK ST
1148,1517_175_23,40 FERN DRIVE,40 FERN DR
1149,1517_175_24,36 FERN DRIVE,36 FERN DR
1150,1517_175_25,32 FERN DRIVE,32 FERN DR
1151,1517_175_26,28 FERN DRIVE,28 FERN DR
1152,1517_175_28,20 FERN DRIVE,20 FERN DR
1153,1517_175_29,16 FERN DRIVE,440 S LASALLE ST #2000
1154,1517_175_30,44 FERN DRIVE,44 FERN DR
1155,1517_175_31,52 FERN DRIVE,75 DOCK ST
1156,1517_175_32,56 FERN DRIVE,75 DOCK ST
1157,1517_176_2,770 ROUTE 9 NORTH,770 RTE 9 N
1158,1517_176_3,776 ROUTE 9 NORTH,3630 PEACHTREE RD NE#1500
1159,1517_176_4,780 ROUTE 9 NORTH,780 RTE 9 N
1160,1517_176_5,784 ROUTE 9 NORTH,784 RTE 9 N
1161,1517_176_6,788 ROUTE 9 NORTH,788 RTE 9 N
1162,1517_176_7,796 ROUTE 9 NORTH,796 RTE 9 N
1163,1517_176_8,15 FERN DRIVE,15 FERN DR
1164,1517_176_8.01,17 FERN DRIVE,17 FERN DR
1165,1517_176_8.02,792 ROUTE 9 NORTH,796 RTE 9 N
1166,1517_176_9,19 FERN DRIVE,259 LEXINGTON DR
1167,1517_176_10,23 FERN DRIVE,23 FERN DR
1168,1517_176_11,27 CHERRY STREET,29 CHERRY ST
1169,1517_176_14,19 CHERRY STREET,19 CHERRY ST
1170,1517_176_15,15 CHERRY STREET,15 CHERRY ST
1171,1517_176_17,7 CHERRY STREET,7 CHERRY ST
1172,1517_176_18,21 BROOK STREET,21 BROOK ST
1173,1517_176_19,29 CHERRY STREET,29 CHERRY ST
1174,1517_177_1,4 CHERRY STREET,4 CHERRY ST
1175,1517_177_2,8 CHERRY STREET,65 BURTON DR
1176,1517_177_3,12 CHERRY STREET,12 CHERRY ST
1177,1517_177_4,16 CHERRY STREET,16 CHERRY ST
1178,1517_177_5,20 CHERRY STREET,20 CHERRY ST
1179,1517_177_6,24 CHERRY STREET,24 CHERRY ST
1180,1517_177_8,29 FERN DRIVE,29 FERN DR
1181,1517_177_9,35 FERN DRIVE,35 FERN DR
1182,1517_177_11,47 FERN DRIVE,47 FERN DR
1183,1517_177_11.01,53 FERN DRIVE,53 FERN DR
1184,1517_177_12,57 FERN DRIVE,61 FERN DR
1185,1517_177_13,61 FERN DRIVE,61 FERN DR
1186,1517_177_14,65 FERN DRIVE,65 FERN DR
1187,1517_177_14.01,61 BROOK STREET,521 FELLOWSHIP RD #130
1188,1517_177_14.02,53 BROOK STREET,53 BROOK ST
1189,1517_177_14.03,45 BROOK STREET,665 RADIO RD
1190,1517_177_15,95 DOCK STREET,665 RADIO RD
1191,1517_178_3,730 ROUTE 9 NORTH,730 RTE 9 N
1192,1517_178_5,724 ROUTE 9 NORTH,730 RTE 9 N
1193,1517_178_6,718 ROUTE 9 NORTH,730 RTE 9 N
1194,1517_178_7,712 ROUTE 9 NORTH,730 RTE 9 N
1195,1517_178_12,7 GULL DRIVE,665 RADIO RD
1196,1517_178_13,5 GULL DRIVE,665 RADIO RD
1197,1517_178_15,748 ROUTE 9 NORTH,23 SEA MEADOW DR
1198,1517_178_16.01,17 SEA MEADOW DRIVE,17 SEA MEADOW DR
1199,1517_178_17,13 SEA MEADOW DRIVE,13 SEA MEADOW DR
1200,1517_178_18,9 SEA MEADOW DRIVE,9 SEA MEADOW DR
1201,1517_178_19,4 GULL DRIVE,4 GULL DR
1202,1517_178_20,6 GULL DRIVE,931 S GREEN ST
1203,1517_178_21,8 GULL DRIVE,8 GULL DR
1204,1517_178_23,762 ROUTE 9 NORTH,22 JUNIPER DR
1205,1517_178_24,26 BROOK STREET,665 RADIO RD
1206,1517_178_26,38 BROOK STREET,665 RADIO RD
1207,1517_178_28,43 JUNIPER DRIVE,665 RADIO RD
1208,1517_178_28.02,35 JUNIPER DRIVE,665 RADIO RD
1209,1517_178_28.03,31 JUNIPER DRIVE,22 JUNIPER DR
1210,1517_178_29,25 SEA MEADOW DRIVE,25 SEA MEADOW DR
1211,1517_178_31,33 SEA MEADOW DRIVE,33 SEA MEADOW DR
1212,1517_178_32,37 SEA MEADOW DRIVE,665 RADIO RD
1213,1517_178_33,41 SEA MEADOW DRIVE,41 SEA MEADOW DR
1214,1517_178_34,45 SEA MEADOW DRIVE,45 SEA MEADOW DR
1215,1517_178_35,49 SEA MEADOW DRIVE,49 SEA MEADOW DR
1216,1517_178_36,53 SEA MEADOW DRIVE,53 SEA MEADOW DR
1217,1517_178_38,19 PERSIMMON DRIVE,665 RADIO RD
1218,1517_178_41,11 JUNIPER DRIVE,11 JUNIPER DR
1219,1517_178_42,15 JUNIPER DRIVE,665 RADIO RD
1220,1517_178_43,19 JUNIPER DRIVE,22 JUNIPER DR
1221,1517_178_44,23 JUNIPER DRIVE,22 JUNIPER DR
1222,1517_178_45,27 JUNIPER DRIVE,22 JUNIPER DR
1223,1517_178_46,22 JUNIPER DRIVE,22 JUNIPER DR
1224,1517_178_47,40 BROOK STREET,22 JUNIPER DR
1225,1517_178_48,82 BROOK STREET,665 RADIO RD
1226,1517_178_49,10 JUNIPER DRIVE,665 RADIO RD
1227,1517_178_54,14 JUNIPER DRIVE,22 JUNIPER DR
1228,1517_178_55,26 JUNIPER DRIVE,22 JUNIPER DR
1229,1517_178_56,18 JUNIPER DRIVE,22 JUNIPER DR
1230,1517_183_6,686 ROUTE 9 NORTH,686 RTE 9 NORTH
1231,1517_183_7,680 HEARTWOOD DRIVE,680 HEARTWOOD DR
1232,1517_183_8,8 HOLLYBERRY ROAD,680 HEARTWOOD DR
1233,1517_183_9,676 ROUTE 9 NORTH,1522 38TH ST
1234,1517_183_11,10 HOLLYBERRY ROAD,10 HOLLYBERRY RD
1235,1517_183_12,12 HOLLYBERRY ROAD,10 HOLLYBERRY RD
1236,1517_184_1,8 SEA MEADOW DRIVE,8 SEA MEADOW DR
1237,1517_184_2,3 HOLLYBERRY ROAD,8 SEA MEADOW DR
1238,1517_184_3,5 HOLLYBERRY ROAD,5 HOLLYBERRY RD
1239,1517_184_5,9 HOLLYBERRY ROAD,9 HOLLYBERRY RD
1240,1517_184_6,11 HOLLYBERRY ROAD,11 HOLLYBERRY RD
1241,1517_184_7,12 SEA MEADOW DRIVE,11 CABLE DR
1242,1517_184_8,4 CHAPEL LANE,4 CHAPEL LN
1243,1517_184_9,6 CHAPEL LANE,6 CHAPEL LN
1244,1517_184_10,8 CHAPEL LANE,8 CHAPEL LN
1245,1517_184_11,10 CHAPEL LANE,10 CHAPEL LN
1246,1517_184_12,12 CHAPEL LANE,12 CHAPEL LN
1247,1517_185_1,24 SEA MEADOW DRIVE,24 SEA MEADOW DR
1248,1517_185_2,28 SEA MEADOW DRIVE,28 SEA MEADOW DR
1249,1517_185_4,36 SEA MEADOW DRIVE,36 SEA MEADOW DR
1250,1517_185_5,3 CHAPEL LANE,3 CHAPEL LN
1251,1517_185_6,6 LITTLEFIELD LANE,6 LITTLEFIELD LN
1252,1517_185_7,7 CHAPEL LANE,7 CHAPEL LN
1253,1517_185_8,9 DEER RUN ROAD,9 DEER RUN RD
1254,1517_185_10,10 LITTLEFIELD LANE,10 LITTLEFIELD LN
1255,1517_187_1,40 SEA MEADOW DRIVE,40 SEA MEADOW DR
1256,1517_187_2,44 SEA MEADOW DRIVE,44 SEA MEADOW DR
1257,1517_187_3,48 SEA MEADOW DRIVE,48 SEA MEADOW DR
1258,1517_187_4,52 SEA MEADOW DRIVE,52 SEA MEADOW DR
1259,1517_187_5,56 SEA MEADOW DRIVE,56 SEA MEADOW DR
1260,1517_187_6,7 LITTLEFIELD LANE,665 RADIO RD
1261,1517_187_7,25 DEER RUN ROAD,25 DEER RUN RD
1262,1517_187_8,29 DEER RUN ROAD,29 DEER RUN RD
1263,1517_187_9,33 DEER RUN ROAD,33 DEER RUN RD
1264,1517_187_10,37 DEER RUN ROAD,37 DEER RUN RD
1265,1517_187_11,41 DEER RUN ROAD,41 DEER RUN RD
1266,1517_187_12,45 DEER RUN ROAD,45 DEER RUN RD
1267,1517_188_1,2 DEER RUN ROAD,2 DEER RUN RD
1268,1517_188_3,12 DEER RUN ROAD,12 DEER RUN RD
1269,1517_188_4,16 DEER RUN ROAD,12 DEER RUN RD
1270,1517_188_5,20 DEER RUN ROAD,20 DEER RUN RD
1271,1517_188_6,24 DEER RUN ROAD,24 DEER RUN RD
1272,1517_188_7,28 DEER RUN ROAD,28 DEER RUN RD
1273,1517_188_8,32 DEER RUN ROAD,2016 LONGEWOOD LN
1274,1517_188_9,36 DEER RUN ROAD,36 DEER RUN ROAD
1275,1517_188_10,40 DEER RUN ROAD,40 DEER RUN RD
1276,1517_188_11,44 DEER RUN ROAD,44 DEER RUN RD
1277,1517_189_3,634 ROUTE 9 NORTH,628 RTE 9 N
1278,1517_189_3_QFARM,634 ROUTE 9 NORTH,628 RTE 9 N
1279,1517_189_4,628 ROUTE 9 NORTH,628 RTE 9 N
1280,1517_189_4.01,632 ROUTE 9 NORTH,29 DEER RUN RD
1281,1517_189_7,275 DOCK STREET,665 RADIO RD
1282,1517_189_8,285 DOCK STREET,665 RADIO RD
1283,1517_189_9,289 DOCK STREET,665 RADIO RD
1284,1517_189.01_3,106 JUNIPER DRIVE,106 JUNIPER DR
1285,1517_189.01_5,110 JUNIPER DRIVE,126 SEA MEADOW LN
1286,1517_189.01_13,4 JUNIPER PLACE,665 RADIO RD
1287,1517_189.01_18.01,5 JUNIPER PLACE,5 JUNIPER PL
1288,1517_189.01_22,130 JUNIPER DRIVE,5 JUNIPER PL
1289,1517_189.01_24,138 JUNIPER DRIVE,138 JUNIPER DR
1290,1517_189.02_6,13 PERSIMMON DRIVE,665 RADIO RD
1291,1517_189.02_7,15 PERSIMMON DRIVE,665 RADIO RD
1292,1517_189.02_9,12 PERSIMMON DRIVE,270 GREAT BAY BLVD
1293,1517_189.02_10,10 PERSIMMON DRIVE,665 RADIO RD
1294,1517_189.02_11,8 PERSIMMON DRIVE,665 RADIO RD
1295,1517_189.02_12,6 PERSIMMON DRIVE,665 RADIO RD
1296,1517_189.02_13,4 PERSIMMON DRIVE,4 PERSIMMON DR
1297,1517_189.02_22,81 SEA MEADOW DRIVE,81 SEA MEADOW DR
1298,1517_189.02_23,85 SEA MEADOW DRIVE,85 SEA MEADOW DRIVE
1299,1517_189.02_33,125 SEA MEADOW LANE,125 SEA MEADOW LN
1300,1517_189.02_36,137 SEA MEADOW LANE,132 SEA MEADOW LN
1301,1517_189.02_39,138 SEA MEADOW LANE,132 SEA MEADOW LN
1302,1517_189.02_40,132 SEA MEADOW LANE,132 SEA MEADOW LN
1303,1517_189.02_42,126 SEA MEADOW LANE,126 SEA MEADOW LN
1304,1517_190_1,855 RAILROAD DRIVE,850 RAILROAD DR
1305,1517_190_1.01,204 FROG POND ROAD,1917 62ND ST
1306,1517_190_2.01,835 RAILROAD DRIVE,850 RAILROAD DR
1307,1517_190_2.02,222 FROG POND ROAD,222 FROG POND RD
1308,1517_190_2.03,829 RAILROAD DRIVE,850 RAILROAD DR
1309,1517_190_2.07,246 FROG POND ROAD,246 FROG POND RD
1310,1517_190_2.08,811 RAILROAD DRIVE,PO BOX 1163
1311,1517_190_2.09,228 FROG POND ROAD,850 RAILROAD DR
1312,1517_190_2.10,RAILROAD DRIVE,850 RAILROAD DR
1313,1517_190_2.11,234 FROG POND ROAD,850 RAILROAD DR
1314,1517_190_2.12,819 RAILROAD DRIVE,850 RAILROAD DR
1315,1517_190_3,260 FROG POND ROAD,260 FROG POND RD
1316,1517_190_3.01,FROG POND ROAD,665 RADIO RD
1317,1517_190_3.02,270 FROG POND ROAD,270 FROG POND RD
1318,1517_190_3.03,OFF RAILROAD DRIVE,665 RADIO ROAD
1319,1517_190_9.01,501 RAILROAD DRIVE,501 RAILROAD DR
1320,1517_190_9.02,505 RAILROAD DRIVE,505 RAILROAD DR
1321,1517_190_9.03,509 RAILROAD DRIVE,509 RAILROAD DR
1322,1517_190_15,254 FROG POND ROAD,254 FROG POND RD
1323,1517_190_16,3 TEAKWOOD DRIVE,3 TEAKWOOD DR
1324,1517_190_17,5 TEAKWOOD DRIVE,5 TEAKWOOD DR
1325,1517_190_18,7 TEAKWOOD DRIVE,7 TEAKWOOD DR
1326,1517_190.02_5,21 BIRCHWOOD DRIVE,359 BAY AVE
1327,1517_190.02_6,19 BIRCHWOOD DRIVE,359 BAY AVE
1328,1517_190.02_7,17 BIRCHWOOD DRIVE,359 BAY AVE
1329,1517_190.02_8,15 BIRCHWOOD DRIVE,359 BAY AVE
1330,1517_190.02_9,13 BIRCHWOOD DRIVE,13 BIRCHWOOD DR
1331,1517_190.02_10,11 BIRCHWOOD DRIVE,11 BIRCHWOOD DR
1332,1517_190.02_11,9 BIRCHWOOD DRIVE,9 BIRCHWOOD DR
1333,1517_190.02_12,7 BIRCHWOOD DRIVE,7 BIRCHWOOD DR
1334,1517_190.02_14.01,BIRCHWOOD DRIVE,3 BIRCHWOOD DR
1335,1517_190.02_14.02,3 BIRCHWOOD DRIVE,3 BIRCHWOOD DR
1336,1517_190.02_14.03,5 BIRCHWOOD DRIVE,312 ABSECON TER
1337,1517_190.02_15,367 WOOD STREET,367 WOOD ST
1338,1517_190.02_17,6 CHERRYWOOD DRIVE,6 CHERRYWOOD DR
1339,1517_190.02_18,8 CHERRYWOOD DRIVE,8 CHERRYWOOD DR
1340,1517_190.02_19,10 CHERRYWOOD DRIVE,6 PINETREE DR
1341,1517_190.02_20,12 CHERRYWOOD DRIVE,12 CHERRYWOOD DR
1342,1517_190.02_21,14 CHERRYWOOD DRIVE,14 CHERRYWOOD DR
1343,1517_190.02_22,16 CHERRYWOOD DRIVE,16 CHERRYWOOD DR
1344,1517_190.02_23,18 CHERRYWOOD DRIVE,18 CHERRYWOOD DR
1345,1517_190.02_24,20 CHERRYWOOD DRIVE,359 BAY AVE
1346,1517_190.02_25,22 CHERRYWOOD DRIVE,359 BAY AVE
1347,1517_190.03_4,25 CHERRYWOOD DRIVE,359 BAY AVE
1348,1517_190.03_5,23 CHERRYWOOD DRIVE,359 BAY AVE
1349,1517_190.03_6,21 CHERRYWOOD DRIVE,359 BAY AVE
1350,1517_190.03_7,19 CHERRYWOOD DRIVE,19 CHERRYWOOD DR
1351,1517_190.03_8,17 CHERRYWOOD DRIVE,17 CHERRYWOOD DR
1352,1517_190.03_9,15 CHERRYWOOD DRIVE,15 CHERRYWOOD DR
