,Code,Property_Location,Mailing Address
1390,1517_325.40_15_C0015,3 WEST PLAYHOUSE DRIVE,3 W PLAYHOUSE DR
1391,1517_325.40_16_C0016,5 WEST PLAYHOUSE DRIVE,5 W PLAYHOUSE DR
1392,1517_325.40_20_C0020,13 WEST PLAYHOUSE DRIVE,13 W PLAYHOUSE DR
1393,1517_325.40_22_C0022,101A SOUTH CAPTAINS DRIVE,1 VIVIAN PLAZA
1394,1517_325.41_1,105 SOUTH CAPTAINS DRIVE,105 S CAPTAINS DR
1395,1517_325.41_2,107 SOUTH CAPTAINS DRIVE,107 S CAPTAINS DR
1396,1517_325.41_4,111 SOUTH CAPTAINS DRIVE,111 S CAPTAINS DR
1397,1517_325.41_8,119 SOUTH CAPTAINS DRIVE,119 S CAPTAINS DR
1398,1517_325.41_10,123 SOUTH CAPTAINS DRIVE,123 S CAPTAINS DR
1399,1517_325.41_14,131 SOUTH CAPTAINS DRIVE,131 SOUTH CAPTAINS DR
1400,1517_325.41_15,133 SOUTH CAPTAINS DRIVE,133 S CAPTAINS DR
1401,1517_325.41_16,135 SOUTH CAPTAINS DRIVE,135 S CAPTAINS DR
1402,1517_325.41_17,137 SOUTH CAPTAINS DRIVE,137 S CAPTAINS DR
1403,1517_325.41_20,143 SOUTH CAPTAINS DRIVE,143 S CAPTAINS DR
1404,1517_325.41_22,147 SOUTH CAPTAINS DRIVE,147 S CAPTAINS DR
1405,1517_325.41_23,149 SOUTH CAPTAINS DRIVE,149 S CAPTAINS DR
1406,1517_325.41_24,151 SOUTH CAPTAINS DRIVE,151 S CAPTAINS DR
1407,1517_325.41_25,153 SOUTH CAPTAINS DRIVE,153 S CAPTAINS DR
1408,1517_325.41_27,154 SOUTH CAPTAINS DRIVE,154 S CAPTAINS DR
1409,1517_325.41_36,136 SOUTH CAPTAINS DRIVE,136 S CAPTAINS DR
1410,1517_325.41_37,134 SOUTH CAPTAINS DRIVE,134 S CAPTAINS DR
1411,1517_325.41_38,132 SOUTH CAPTAINS DRIVE,132 S CAPTAINS DR
1412,1517_325.41_40,128 SOUTH CAPTAINS DRIVE,128 S CAPTAINS DR
1413,1517_325.41_43,122 SOUTH CAPTAINS DRIVE,122 S CAPTAINS DR
1414,1517_325.41_45,118 SOUTH CAPTAINS DRIVE,118 S CAPTAINS DR
1415,1517_325.41_47,114 SOUTH CAPTAINS DRIVE,114 S CAPTAINS DR
1416,1517_325.41_48,112 SOUTH CAPTAINS DRIVE,112 S CAPTAINS DR
1417,1517_325.41_49,110 SOUTH CAPTAINS DRIVE,110 S CAPTAINS DR
1418,1517_325.41_52,104 SOUTH CAPTAINS DRIVE,91 ST ANDREWS DR
1419,1517_325.41_53,102 SOUTH CAPTAINS DRIVE,102 S CAPTAINS DR
1420,1517_325.42_1,101 SOUTH LONGBOAT DRIVE,101 S LONGBOAT DR
1421,1517_325.42_2,103 SOUTH LONGBOAT DRIVE,165 STAGE RD
1422,1517_325.42_5,109 SOUTH LONGBOAT DRIVE,109 S LONGBOAT DR
1423,1517_325.42_9,117 SOUTH LONGBOAT DRIVE,117 S LONGBOAT DR
1424,1517_325.42_10,119 SOUTH LONGBOAT DRIVE,119 S LONGBOAT DR
1425,1517_325.42_13,125 SOUTH LONGBOAT DRIVE,125 SOUTH LONGBOAT DR
1426,1517_325.42_18,135 SOUTH LONGBOAT DRIVE,135 S LONGBOAT DR
1427,1517_325.42_20,139 SOUTH LONGBOAT DRIVE,139 S LONGBOAT DR
1428,1517_325.42_28,155 SOUTH LONGBOAT DRIVE,155 S LONGBOAT DR
1429,1517_325.42_32,154 SOUTH LONGBOAT DRIVE,154 S LONGBOAT DR
1430,1517_325.42_33,152 SOUTH LONGBOAT DRIVE,152 S LONGBOAT DR
1431,1517_325.42_34,150 SOUTH LONGBOAT DRIVE,25 CHURCH RD
1432,1517_325.42_35,148 SOUTH LONGBOAT DRIVE,33 W SHREWSBURY DR
1433,1517_325.42_36,146 SOUTH LONGBOAT DRIVE,175 MELVILLE AVE
1434,1517_325.42_38,142 SOUTH LONGBOAT DRIVE,183 SANTA CRUZ RD
1435,1517_325.42_40,138 SOUTH LONGBOAT DRIVE,1835 MARKET ST #2300
1436,1517_325.42_41,136 SOUTH LONGBOAT DRIVE,136 S LONGBOAT DR
1437,1517_325.42_45,128 SOUTH LONGBOAT DRIVE,128 S LONGBOAT DR
1438,1517_325.42_48,122 SOUTH LONGBOAT DRIVE,122 SOUTH LONGBOAT
1439,1517_325.42_49,120 SOUTH LONGBOAT DRIVE,120 S LONGBOAT DR
1440,1517_325.42_54,110 SOUTH LONGBOAT DRIVE,110 S LONGBOAT DR
1441,1517_325.42_56,106 SOUTH LONGBOAT DRIVE,106 S LONGBOAT DR
1442,1517_325.42_57,104 SOUTH LONGBOAT DRIVE,212 4TH AVE
1443,1517_325.42_58,102 SOUTH LONGBOAT DRIVE,102 S LONGBOAT DR
1444,1517_325.43_3,103 SOUTH FORECASTLE DR.,103 S FORECASTLE DR
1445,1517_325.43_4,105 SOUTH FORECASTLE DR.,105 S FORECASTLE DR
1446,1517_325.43_6,109 SOUTH FORECASTLE DR.,109 S FORECASTLE DR
1447,1517_325.43_8,113 SOUTH FORECASTLE DR.,113 S FORECASTLE DR
1448,1517_325.43_13,123 SOUTH FORECASTLE DR.,123 S FORECASTLE DR
1449,1517_325.43_14,125 SOUTH FORECASTLE DR.,125 S FORECASTLE DR
1450,1517_325.43_15,127 SOUTH FORECASTLE DR.,127 S FORECASTLE DR
1451,1517_325.43_17,131 SOUTH FORECASTLE DR.,131 S FORECASTLE DR
1452,1517_325.43_19,135 SOUTH FORECASTLE DR.,135 S FORECASTLE DR
1453,1517_325.43_20,137 SOUTH FORECASTLE DR.,137 S FORECASTLE DR
1454,1517_325.43_24,145 SOUTH FORECASTLE DR.,145 S FORECASTLE DR
1455,1517_325.43_25,147 SOUTH FORECASTLE DR.,147 S FORECASTLE DR
1456,1517_325.43_32,136 SOUTH FORECASTLE DR.,136 S FORECASTLE DR
1457,1517_325.43_35,130 SOUTH FORECASTLE DR.,21 PEMBROOK CT
1458,1517_325.43_38,124 SOUTH FORECASTLE DR.,124 S FORECASTLE DR
1459,1517_325.43_39,122 SOUTH FORECASTLE DR.,122 S FORECASTLE DR
1460,1517_325.43_40,120 SOUTH FORECASTLE DR.,120 S FORECASTLE DR
1461,1517_325.43_42,116 SOUTH FORECASTLE DR.,116 S FORECASTLE DR
1462,1517_325.43_43,114 SOUTH FORECASTLE DR.,114 S FORECASTLE DR
1463,1517_325.43_45,110 SOUTH FORECASTLE DR.,110 S FORCASTLE DR
1464,1517_325.43_46,108 SOUTH FORECASTLE DR.,108 S FORECASTLE DR
1465,1517_325.43_47,106 SOUTH FORECASTLE DR.,106 S FORECASTLE DR
1466,1517_325.44_2,103 SOUTH COMMODORE DRIVE,103 S COMMODORE DR
1467,1517_325.44_3,105 SOUTH COMMODORE DRIVE,105 S COMMODORE DR
1468,1517_325.44_4,107 SOUTH COMMODORE DRIVE,107 S COMMODORE DR
1469,1517_325.44_7,113 SOUTH COMMODORE DRIVE,113 S COMMODORE DR
1470,1517_325.44_8,115 SOUTH COMMODORE DRIVE,115 S COMMODORE DR
1471,1517_325.44_9,117 SOUTH COMMODORE DRIVE,117 S COMMODORE DR
1472,1517_325.44_10,119 SOUTH COMMODORE DRIVE,1141 LEWISON DR
1473,1517_325.44_15,129 SOUTH COMMODORE DRIVE,129 S COMMODORE DR
1474,1517_325.44_19,137 SOUTH COMMODORE DRIVE,113 VERNON TERRACE
1475,1517_325.44_20,139 SOUTH COMMODORE DRIVE,139 S COMMODORE DR
1476,1517_325.44_21,141 SOUTH COMMODORE DRIVE,141 S COMMODORE DR
1477,1517_325.44_23,140 SOUTH COMMODORE DRIVE,140 S COMMODORE DR
1478,1517_325.44_25,136 SOUTH COMMODORE DRIVE,136 SOUTH COMMODORE DR
1479,1517_325.44_26,134 SOUTH COMMODORE DRIVE,134 S COMMODORE DR
1480,1517_325.44_29,128 SOUTH COMMODORE DRIVE,128 S COMMODORE DR
1481,1517_325.44_30,126 SOUTH COMMODORE DRIVE,126 SOUTH COMMODORE DR
1482,1517_325.44_31,124 SOUTH COMMODORE DRIVE,750 NUGENTOWN RD
1483,1517_325.44_32,122 SOUTH COMMODORE DRIVE,122 S COMMODORE DR
1484,1517_325.44_34,118 SOUTH COMMODORE DRIVE,118 S COMMODORE DR
1485,1517_325.44_36,114 SOUTH COMMODORE DRIVE,114 S COMMODORE DR
1486,1517_325.44_42,102 SOUTH COMMODORE DRIVE,102 S COMMODORE DR
1487,1517_325.45_4,7 NORTH COMMODORE DRIVE,7 N COMMODORE DR
1488,1517_325.45_8,15 NORTH COMMODORE DRIVE,15 N COMMODORE DR
1489,1517_325.45_9,17 NORTH COMMODORE DRIVE,17 N COMMODORE DR
1490,1517_325.45_13,25 NORTH COMMODORE DRIVE,25 N COMMODORE DR
1491,1517_325.45_15,24 NORTH COMMODORE DRIVE,24 N COMMODORE DR
1492,1517_325.45_17,18 NORTH COMMODORE DRIVE,18 N COMMODORE DR
1493,1517_325.45_18,16 NORTH COMMODORE DRIVE,16 N COMMODORE DR
1494,1517_325.45_19,14 NORTH COMMODORE DRIVE,14 N COMMODORE DR
1495,1517_325.45_23,6 NORTH COMMODORE DRIVE,6 N COMMODORE DR
1496,1517_325.45_24,4 NORTH COMMODORE DRIVE,4 N COMMODORE DR
1497,1517_325.46_2,2 STAYSAIL DRIVE,2 STAYSAIL DR
1498,1517_325.46_3,4 STAYSAIL DRIVE,39 MARIGOLD LN
1499,1517_325.46_4,6 STAYSAIL DRIVE,39 MARIGOLD LN
1500,1517_325.46_6,10 STAYSAIL DRIVE,10 STAYSAIL DR
1501,1517_325.46_8,14 STAYSAIL DRIVE,38 HARVEST WAY
1502,1517_325.46_11,6 NORTH FORECASTLE DRIVE,PO BOX 472
1503,1517_325.46_13,10 NORTH FORECASTLE DRIVE,10 N FORECASTLE DR
1504,1517_325.46_15,14 NORTH FORECASTLE DRIVE,14 N FORECASTLE DR
1505,1517_325.46_16,16 NORTH FORECASTLE DRIVE,16 N FORECASTLE DR
1506,1517_325.46_17,18 NORTH FORECASTLE DRIVE,18 N FORECASTLE DR
1507,1517_325.46_19,22 NORTH FORECASTLE DRIVE,22 N FORECASTLE DR
1508,1517_325.46_21,26 NORTH FORECASTLE DRIVE,26 N FORECASTLE DR
1509,1517_325.46_22,28 NORTH FORECASTLE DRIVE,28 N FORCASTLE DR
1510,1517_325.46_23,30 NORTH FORECASTLE DRIVE,43 W SAIL DR
1511,1517_325.46_24,32 NORTH FORECASTLE DRIVE,43 W SAIL DR
1512,1517_325.46_25,31 NORTH FORECASTLE DRIVE,5 VAN HISE DR
1513,1517_325.46_28,25 NORTH FORECASTLE DRIVE,25 NORTH FORECASTLE DRIVE
1514,1517_325.46_30,21 NORTH FORECASTLE DRIVE,21 N FORECASTLE DR
1515,1517_325.46_31,19 NORTH FORECASTLE DRIVE,43 W SAIL DR
1516,1517_325.46_33,15 NORTH FORECASTLE DRIVE,15 N FORECASTLE DR
1517,1517_325.46_36,9 NORTH FORECASTLE DRIVE,9 N FORECASTLE DR
1518,1517_325.46_38,5 NORTH FORECASTLE DRIVE,5 N FORECASTLE DR
1519,1517_325.46_39,3 NORTH FORECASTLE DRIVE,3 N FORECASTLE DR
1520,1517_325.46_40,1 NORTH FORECASTLE DRIVE,1 N FORECASTLE DR
1521,1517_325.47_3,105 SOUTH BINNACLE DRIVE,105 S BINNACLE DR
1522,1517_325.47_6,111 SOUTH BINNACLE DRIVE,111 S BINNACLE DR
1523,1517_325.47_7,113 SOUTH BINNACLE DRIVE,113 S BINNACLE DR
1524,1517_325.47_8,115 SOUTH BINNACLE DRIVE,115 S BINNACLE DR
1525,1517_325.47_12,123 SOUTH BINNACLE DRIVE,123 S BINNACLE DR
1526,1517_325.47_13,125 SOUTH BINNACLE DRIVE,125 S BINNACLE DR
1527,1517_325.47_14,127 SOUTH BINNACLE DRIVE,127 S BINNACLE DR
1528,1517_325.47_17,133 SOUTH BINNACLE DRIVE,133 S BINNACLE DR
1529,1517_325.47_18,135 SOUTH BINNACLE DRIVE,135 S BINNACLE DR
1530,1517_325.47_23,130 SOUTH BINNACLE DRIVE,130 S BINNACLE DR
1531,1517_325.47_24,128 SOUTH BINNACLE DRIVE,128 S BINNACLE DR
1532,1517_325.47_29,118 SOUTH BINNACLE DRIVE,118 S BINNACLE DR
1533,1517_325.47_30,116 SOUTH BINNACLE DRIVE,116 S BINNACLE DR
1534,1517_325.47_33,110 SOUTH BINNACLE DRIVE,110 S BINNACLE DR
1535,1517_325.48_1,1 NORTH BINNACLE DRIVE,1 N BINNACLE DR
1536,1517_325.48_4,7 NORTH BINNACLE DRIVE,7 N BINNACLE DR
1537,1517_325.48_5,9 NORTH BINNACLE DRIVE,9 N BINNACLE DR
1538,1517_325.48_7,13 NORTH BINNACLE DRIVE,13 N BINNACLE DR
1539,1517_325.48_11,21 NORTH BINNACLE DRIVE,21 N BINNACLE DR
1540,1517_325.48_13,25 NORTH BINNACLE DRIVE,25 N BINNACLE DR
1541,1517_325.48_17,18 NORTH BINNACLE DRIVE,18 N BINNACLE DR
1542,1517_325.48_18,16 NORTH BINNACLE DRIVE,16 N BINNACLE DR
1543,1517_325.48_19,14 NORTH BINNACLE DRIVE,530 CROSS ST
1544,1517_325.48_21,10 NORTH BINNACLE DRIVE,10 N BINNACLE DR
1545,1517_325.48_24,4 NORTH BINNACLE DRIVE,4 N BINNACLE DR
1546,1517_325.50_1,1 LAKE SUPERIOR DRIVE,1 LAKE SUPERIOR DR
1547,1517_325.50_5,9 LAKE SUPERIOR DRIVE,9 LAKE SUPERIOR DR
1548,1517_325.50_8,15 LAKE SUPERIOR DRIVE,15 LAKE SUPERIOR DR
1549,1517_325.50_9,17 LAKE SUPERIOR DRIVE,17 LAKE SUPERIOR DR
1550,1517_325.50_10,19 LAKE SUPERIOR DRIVE,95 SICOMAC RD
1551,1517_325.50_12,23 LAKE SUPERIOR DRIVE,23 LAKE SUPERIOR DR
1552,1517_325.50_16,31 LAKE SUPERIOR DRIVE,31 LAKE SUPERIOR DR
1553,1517_325.50_17,33 LAKE SUPERIOR DRIVE,PO BOX 1516
1554,1517_325.50_18,35 LAKE SUPERIOR DRIVE,35 LAKE SUPERIOR DR
1555,1517_325.50_20,39 LAKE SUPERIOR DRIVE,39 LAKE SUPERIOR DR
1556,1517_325.50_21,41 LAKE SUPERIOR DRIVE,41 LAKE SUPERIOR DR
1557,1517_325.50_26,3 LAKE MICHIGAN DRIVE,3 LAKE MICHIGAN DR
1558,1517_325.50_28,7 LAKE MICHIGAN DRIVE,43 FOREST EDGE DR
1559,1517_325.50_30,11 LAKE MICHIGAN DRIVE,11 LAKE MICHIGAN DR
1560,1517_325.50_31,13 LAKE MICHIGAN DRIVE,13 LAKE MICHIGAN DR
1561,1517_325.50_32,15 LAKE MICHIGAN DRIVE,15 LAKE MICHIGAN DR
1562,1517_325.50_34,19 LAKE MICHIGAN DRIVE,19 LAKE MICHIGAN DR
1563,1517_325.50_35,21 LAKE MICHIGAN DRIVE,21 LAKE MICHIGAN DR
1564,1517_325.50_37,25 LAKE MICHIGAN DRIVE,25 LAKE MICHIGAN DR
1565,1517_325.50_39,29 LAKE MICHIGAN DRIVE,29 LAKE MICHIGAN DR
1566,1517_325.50_40,31 LAKE MICHIGAN DRIVE,31 LAKE MICHIGAN DR
1567,1517_325.50_42,35 LAKE MICHIGAN DRIVE,35 LAKE MICHIGAN DR
1568,1517_325.50_45,41 LAKE MICHIGAN DRIVE,41 LAKE MICHIGAN DR
1569,1517_325.50_48,47 LAKE MICHIGAN DRIVE,47 LAKE MICHIGAN DR
1570,1517_325.50_50,51 LAKE MICHIGAN DRIVE,51 LAKE MICHIGAN DR
1571,1517_325.50_51,53 LAKE MICHIGAN DRIVE,53 LAKE MICHIGAN DR
1572,1517_325.50_54,58 LAKE MICHIGAN DRIVE,58 LAKE MICHIGAN DR
1573,1517_325.50_59,48 LAKE MICHIGAN DRIVE,48 LAKE MICHIGAN DR
1574,1517_325.50_65,36 LAKE MICHIGAN DRIVE,36 LAKE MICHIGAN DR
1575,1517_325.50_66,34 LAKE MICHIGAN DRIVE,34 LAKE MICHIGAN DR
1576,1517_325.50_68,30 LAKE MICHIGAN DRIVE,30 LAKE MICHIGAN DR
1577,1517_325.50_70,26 LAKE MICHIGAN DRIVE,142 CROSS SLOPE CT #K
1578,1517_325.50_71,24 LAKE MICHIGAN DRIVE,11 LAKE MICHIGAN DR
1579,1517_325.50_72,22 LAKE MICHIGAN DRIVE,123 E BOAT DR
1580,1517_325.50_73,20 LAKE MICHIGAN DRIVE,20 LAKE MICHIGAN DR
1581,1517_325.50_77,12 LAKE MICHIGAN DRIVE,12 LAKE MICHIGAN DR
1582,1517_325.50_81,4 LAKE MICHIGAN DRIVE,4 LAKE MICHIGAN DR
1583,1517_325.50_82,2 LAKE MICHIGAN DRIVE,4 LAKE MICHIGAN DR
1584,1517_325.51_1,67 LAKE SUPERIOR DRIVE,67 LAKE SUPERIOR DR
1585,1517_325.51_5,75 LAKE SUPERIOR DRIVE,75 LAKE SUPERIOR DR
1586,1517_325.51_6,77 LAKE SUPERIOR DRIVE,77 LAKE SUPERIOR DR
1587,1517_325.51_7,79 LAKE SUPERIOR DRIVE,79 LAKE SUPERIOR DR
1588,1517_325.51_8,81 LAKE SUPERIOR DRIVE,81 LAKE SUPERIOR DR
1589,1517_325.51_12,89 LAKE SUPERIOR DRIVE,89 LAKE SUPERIOR DR
1590,1517_325.51_13,91 LAKE SUPERIOR DRIVE,91 LAKE SUPERIOR DR
1591,1517_325.51_15,95 LAKE SUPERIOR DRIVE,PO BOX 1123
1592,1517_325.51_18,101 LAKE SUPERIOR DRIVE,101 LAKE SUPERIOR DR
1593,1517_325.51_20,105 LAKE SUPERIOR DRIVE,105 LAKE SUPERIOR DR
1594,1517_325.51_23,111 LAKE SUPERIOR DRIVE,111 LAKE SUPERIOR DR
1595,1517_325.51_24,113 LAKE SUPERIOR DRIVE,113 LAKE SUPERIOR DR
1596,1517_325.51_27,119 LAKE SUPERIOR DRIVE,119 LAKE SUPERIOR DR
1597,1517_325.51_28,121 LAKE SUPERIOR DRIVE,121 LAKE SUPERIOR DR
1598,1517_325.51_31,127 LAKE SUPERIOR DRIVE,127 LAKE SUPERIOR DR
1599,1517_325.51_32,128 LAKE SUPERIOR DRIVE,128 LAKE SUPERIOR DR
1600,1517_325.51_34,124 LAKE SUPERIOR DRIVE,124 LAKE SUPERIOR DR
1601,1517_325.51_35,122 LAKE SUPERIOR DRIVE,122 LAKE SUPERIOR DR
1602,1517_325.51_38,116 LAKE SUPERIOR DRIVE,116 LAKE SUPERIOR DR
1603,1517_325.51_41,110 LAKE SUPERIOR DRIVE,110 LAKE SUPERIOR DR
1604,,,
1605,,,
1606,1517_325.51_49,94 LAKE SUPERIOR DRIVE,94 LAKE SUPERIOR DR
1607,1517_325.51_51,90 LAKE SUPERIOR DRIVE,90 LAKE SUPERIOR DR
1608,1517_325.51_58,76 LAKE SUPERIOR DRIVE,76 LAKE SUPERIOR DR
1609,1517_325.51_61,70 LAKE SUPERIOR DRIVE,69 LAKE SUPERIOR DR
1610,1517_325.51_67,58 LAKE SUPERIOR DRIVE,58 LAKE SUPERIOR DR
1611,1517_325.51_68,56 LAKE SUPERIOR DRIVE,56 LAKE SUPERIOR DR
1612,1517_325.51_70,52 LAKE SUPERIOR DRIVE,52 LAKE SUPERIOR DR
1613,1517_325.51_71,50 LAKE SUPERIOR DRIVE,50 LAKE SUPERIOR DR
1614,1517_325.51_72,48 LAKE SUPERIOR DRIVE,48 LAKE SUPERIOR DR
1615,1517_325.51_80,32 LAKE SUPERIOR DRIVE,32 LAKE SUPERIOR DR
1616,1517_325.51_81,30 LAKE SUPERIOR DRIVE,30 LAKE SUPERIOR DR
1617,1517_325.51_83,26 LAKE SUPERIOR DRIVE,26 LAKE SUPERIOR DR
1618,1517_325.51_84,24 LAKE SUPERIOR DRIVE,24 LAKE SUPERIOR DR
1619,1517_325.52_2,105 FALCON DRIVE,105 FALCON DR
1620,1517_325.52_4,105 FALCON DRIVE,105 FALCON DR
1621,1517_325.52_5,6 LAKE SUPERIOR DRIVE,6 LAKE SUPERIOR DR
1622,1517_325.52_6,8 LAKE SUPERIOR DRIVE,9 LAKE SUPERIOR DR
1623,1517_325.52_7,10 LAKE SUPERIOR DRIVE,10 LAKE SUPERIOR DR
1624,1517_325.52_8,12 LAKE SUPERIOR DRIVE,12 LAKE SUPERIOR DR
1625,1517_325.52_9,14 LAKE SUPERIOR DRIVE,14 LAKE SUPERIOR DR
1626,1517_325.52_10,217 LAKE WOOD COURT,10 MAIN AVE
1627,1517_325.52_11,215 LAKE WOOD COURT,215 LAKE WOOD CT
1628,1517_325.52_12,213 LAKE WOOD COURT,213 LAKE WOOD CT
1629,1517_325.52_13,211 LAKE WOOD COURT,211 LAKE WOOD CT
1630,1517_325.52_14,209 LAKE WOOD COURT,209 LAKE WOOD CT
1631,1517_325.52_15,207 LAKE WOOD COURT,91 ST ANDREWS DR
1632,1517_325.52_16,205 LAKE WOOD COURT,205 LAKE WOOD CT
1633,1517_325.52_17,203 LAKE WOOD COURT,203 LAKE WOOD CT
1634,1517_325.53_1,214 LAKE WOOD COURT,214 LAKE WOOD CT
1635,1517_325.53_5,3 LAKE HURON DRIVE,3 LAKE HURON DR
1636,1517_325.53_9,11 LAKE HURON DRIVE,11 LAKE HURON DR
1637,1517_325.53_10,13 LAKE HURON DRIVE,13 LAKE HURON DR
1638,1517_325.53_12,17 LAKE HURON DRIVE,17 LAKE HURON DR
1639,1517_325.53_14,21 LAKE HURON DRIVE,113 N MAPLE AVE
1640,1517_325.53_17,27 LAKE HURON DRIVE,27 LAKE HURON DR
1641,1517_325.53_24,41 LAKE HURON DRIVE,91 SAINT ANDREWS DR
1642,1517_325.53_25,43 LAKE HURON DRIVE,43 LAKE HURON DR
1643,1517_325.53_27,47 LAKE HURON DRIVE,47 LAKE HURON DR
1644,1517_325.53_29,51 LAKE HURON DRIVE,51 LAKE HURON DR
1645,1517_325.53_30,52 LAKE HURON DRIVE,52 LAKE HURON DR
1646,1517_325.53_31,50 LAKE HURON DRIVE,50 LAKE HURON DR
1647,1517_325.53_37,38 LAKE HURON DRIVE,38 LAKE HURON DR
1648,1517_325.53_41,30 LAKE HURON DRIVE,30 LAKE HURON DR
1649,1517_325.53_43,26 LAKE HURON DRIVE,26 LAKE HURON DR
1650,1517_325.53_44,24 LAKE HURON DRIVE,24 LAKE HURON DR
1651,1517_325.53_46,20 LAKE HURON DRIVE,20 LAKE HURON DR
1652,1517_325.53_47,18 LAKE HURON DRIVE,728 MARTENS LN
1653,1517_325.53_48,16 LAKE HURON DRIVE,53 DOYLE LN
1654,1517_325.53_54,4 LAKE HURON DRIVE,4 LAKE HURON DR
1655,1517_325.53_56,202 LAKE WOOD COURT,202 LAKE WOOD CT
1656,1517_325.54_1,301 WEST CALABREEZE WAY,9990 RICHMOND AVE #400
1657,1517_325.54_4,5 LAKE ST. CLAIRE DRIVE,5 LAKE ST CLAIRE DR
1658,1517_325.54_6,9 LAKE ST. CLAIRE DRIVE,9 LAKE ST CLAIRE DR
1659,1517_325.54_7,11 LAKE ST. CLAIRE DRIVE,11 LAKE ST CLAIRE DR
1660,1517_325.54_8,13 LAKE ST. CLAIRE DRIVE,13 LAKE ST CLAIRE DR
1661,1517_325.54_11,19 LAKE ST. CLAIRE DRIVE,19 LAKE ST CLAIRE DR
1662,1517_325.54_14,25 LAKE ST. CLAIRE DRIVE,25 LAKE ST CLAIRE DR
1663,1517_325.54_17,31 LAKE ST. CLAIRE DRIVE,31 LAKE ST CLAIRE DR
1664,1517_325.54_19,35 LAKE ST. CLAIRE DRIVE,35 LAKE ST CLAIRE DR
1665,1517_325.54_20,37 LAKE ST. CLAIRE DRIVE,37 LAKE ST CLAIRE DR
1666,1517_325.54_21,36 LAKE ST. CLAIRE DRIVE,36 LAKE ST CLAIRE DR
1667,1517_325.54_23,32 LAKE ST. CLAIRE DRIVE,32 LAKE ST CLAIRE DR
1668,1517_325.54_27,24 LAKE ST. CLAIRE DRIVE,24 LAKE ST CLAIRE DR
1669,1517_325.54_28,22 LAKE ST. CLAIRE DRIVE,22 LAKE ST CLAIRE DR
1670,1517_325.54_30,18 LAKE ST. CLAIRE DRIVE,18 LAKE ST CLAIRE DR
1671,1517_325.54_31,16 LAKE ST. CLAIRE DRIVE,16 LAKE ST CLAIRE DR
1672,1517_325.54_35,WEST CALABREEZE WAY,665 RADIO RD
1673,1517_325.56_2,208 WEST CALABREEZE WAY,13 ALEXANDRA WAY
1674,1517_325.56_3,210 WEST CALABREEZE WAY,210 W CALABREEZE WAY
1675,1517_325.56_4,119 LAKE WOOD COURT,119 LAKE WOOD CT
1676,1517_325.56_6,115 LAKE WOOD COURT,50 CORNELL DR
1677,1517_325.56_8,111 LAKE WOOD COURT,418 CLIFTON AVE #307
1678,1517_325.56_9,109 LAKE WOOD COURT,109 LAKE WOOD CT
1679,1517_325.56_11,105 LAKE WOOD COURT,105 LAKE WOOD CT
1680,1517_325.56_12,103 LAKE WOOD COURT,103 LAKE WOOD CT
1681,1517_325.56_15,105 LAKE DEERBROOK DRIVE,105 LAKE DEERBROOK DR
1682,1517_325.56_16,103 LAKE DEERBROOK DRIVE,103 LAKE DEERBROOK DR
1683,1517_325.56_17,127 NATIONAL UNION BLVD.,127 NATIONAL UNION BLVD
1684,1517_325.56_18,125 NATIONAL UNION BLVD.,125 NATIONAL UNION BLVD
1685,1517_325.56_19,123 NATIONAL UNION BLVD.,123 NATIONAL UNION BLVD
1686,1517_325.56_21,119 NATIONAL UNION BLVD.,119 NATIONAL UNION BLVD
1687,1517_325.56_22,117 NATIONAL UNION BLVD.,117 NATIONAL UNION BLVD
1688,1517_325.56_25,111 NATIONAL UNION BLVD.,111 NATIONAL UNION BLVD
1689,1517_325.56_26,109 NATIONAL UNION BLVD.,112 LAKE WINNIPESAUKEE DR
1690,1517_325.56_28,105 NATIONAL UNION BLVD.,105 NATIONAL UNION BLVD
1691,1517_325.57_4,308 WEST CALABREEZE WAY,203 LAKE WOOD COURT
1692,1517_325.57_6,312 WEST CALABREEZE WAY,312 W CALABREEZE WAY
1693,1517_325.57_8,121 LAKE DEERBROOK DRIVE,116 POLONIA WAY
1694,1517_325.57_10,117 LAKE DEERBROOK DRIVE,117 LAKE DEERBROOK DR
1695,1517_325.57_11,106 LAKE WOOD COURT,106 LAKE WOOD CT
1696,1517_325.57_12,108 LAKE WOOD COURT,108 LAKE WOOD CT
1697,1517_325.58_2,531 KADLUBECK WAY,531 KADLUBECK WAY
1698,1517_325.58_4,527 KADLUBECK WAY,418 CLIFTON AVE #304
1699,1517_325.58_6,523 KADLUBECK WAY,PO BOX 939
1700,1517_325.58_7,521 KADLUBECK WAY,521 KADLUBECK WAY
1701,1517_325.58_8,519 KADLUBECK WAY,519 KADLUBECK WAY
1702,1517_325.58_9,517 KADLUBECK WAY,517 KADLUBECK WAY
1703,1517_325.58_10,515 KADLUBECK WAY,515 KADLUBECK WAY
1704,1517_325.58_13,509 KADLUBECK WAY,509 KADLUBECK WAY
1705,1517_325.58_15,505 KADLUBECK WAY,505 KADLUBECK WAY
1706,1517_325.58_17,137 NATIONAL UNION BLVD.,137 NATIONAL UNION BVLD
1707,1517_325.58_18,102 LAKE DEERBROOK DRIVE,102 LAKE DEERBROOK DR
1708,1517_325.58_19,104 LAKE DEERBROOK DRIVE,104 LAKE DEERBROOK DR
1709,1517_325.58_20,106 LAKE DEERBROOK DRIVE,106 LAKE DEERBROOK DR
